rank,gsis_id,position,season_total_mean,n_weeks,full_name,team
47,00-0036912,WR,241.9706828762694,19,DeVonta Smith,PHI
48,00-0035261,RB,240.121813738996,17,Tony Pollard,TEN
49,00-0033553,RB,238.7065494416005,17,James Conner,ARI
50,00-0036410,WR,237.46465692886488,17,Tee Higgins,CIN
51,00-0039040,RB,235.3805944633027,17,De'Von Achane,MIA
52,00-0031280,QB,235.18485698266218,17,Derek Carr,
53,00-0038128,QB,233.23553520933314,18,Malik Willis,MIA
54,00-0037238,WR,231.58692265400683,17,Drake London,ATL
55,00-0037744,TE,229.57955938219845,17,Trey McBride,ARI
56,00-0023459,QB,227.43821785072396,17,Aaron Rodgers,PIT
57,00-0039075,WR,226.96347079341834,14,Puka Nacua,LAR
58,00-0038597,RB,226.64123499621599,17,Chase Brown,CIN
59,00-0031381,WR,226.26757445095757,16,Davante Adams,LAR
60,00-0034348,WR,226.14538092531905,18,Courtland Sutton,DEN
61,00-0038543,WR,224.30319790385593,17,Jaxon Smith-Njigba,SEA
62,00-0035685,RB,222.83585913413918,18,David Montgomery,HOU
63,00-0037746,RB,222.7230205820124,20,Brian Robinson,ATL
64,00-0034827,WR,222.07365619182426,17,D.J. Moore,BUF
65,00-0039338,TE,221.63762642294617,17,Brock Bowers,LV
66,00-0029263,QB,221.50017598690758,16,Russell Wilson,NYG
67,00-0031544,WR,221.1427883173396,20,Amari Cooper,
68,00-0037256,RB,220.41310696299402,18,Rachaad White,WAS
69,00-0037247,WR,220.28107998230894,18,George Pickens,DAL
70,00-0035640,WR,218.80304889998598,17,DK Metcalf,PIT
71,00-0031408,WR,218.26415633755678,18,Mike Evans,SF
72,00-0036893,RB,217.24985825035336,18,Najee Harris,LAC
73,00-0033040,WR,216.8489533368575,17,Tyreek Hill,
74,00-0036945,QB,216.16357381254883,18,Justin Fields,KC
75,00-0037261,WR,214.65458552958253,20,Khalil Shakir,BUF
76,00-0030279,WR,213.61238879677364,17,Keenan Allen,LAC
77,00-0038102,QB,212.8578652259569,21,Kenny Pickett,CAR
78,00-0038117,WR,211.21327748214185,17,Wan'Dale Robinson,TEN
79,00-0036997,RB,208.3392609717955,18,Javonte Williams,DAL
80,00-0036275,RB,207.10333826306345,17,D'Andre Swift,CHI
81,00-0026158,QB,204.76093300061356,17,Joe Flacco,CIN
82,00-0035100,QB,203.19751145356898,17,Jake Browning,TB
83,00-0036212,QB,201.83155778325286,13,Tua Tagovailoa,ATL
84,00-0033885,TE,200.6618663492881,17,David Njoku,
85,00-0039361,RB,199.49971238495507,18,Bucky Irving,TB
86,00-0032436,QB,199.11179014874958,20,Jeff Driskel,WAS
87,00-0036973,RB,197.86763942608195,17,Travis Etienne,NO
88,00-0039894,WR,197.56267314729698,20,Xavier Worthy,KC
89,00-0034771,QB,196.6780122760493,17,Mason Rudolph,PIT
90,00-0036259,WR,193.70945278013647,17,Jauan Jennings,SF
91,00-0036309,WR,193.23462107227118,17,Darnell Mooney,NYG
92,00-0034837,WR,192.95378745526148,17,Calvin Ridley,TEN
93,00-0039851,QB,192.8957138565755,17,Drake Maye,NE
94,00-0039893,WR,191.62321555589713,17,Brian Thomas Jr.,JAC
95,00-0036407,WR,190.9062315842504,17,Jerry Jeudy,CLE
96,00-0038994,WR,190.49981746798562,18,Jordan Addison,MIN
97,00-0038997,WR,189.27509228173054,17,Josh Downs,IND
98,00-0036875,RB,188.65183990768776,15,Rhamondre Stevenson,NE
99,00-0038129,TE,188.4084333678375,18,Cade Otton,TB
100,00-0036971,QB,188.36346629107496,13,Trevor Lawrence,JAC
101,00-0027973,QB,188.32513572721786,17,Andy Dalton,PHI
102,00-0036252,WR,188.00542666376907,17,Michael Pittman,PIT
103,00-0036139,RB,187.29799982202073,17,Rico Dowdle,PIT
104,00-0028118,QB,186.95939608859396,17,Tyrod Taylor,GB
105,00-0034960,WR,185.15891819078766,15,Jakobi Meyers,JAC
106,00-0039146,WR,184.4435041746497,18,Jayden Reed,GB
107,00-0038041,TE,183.85267573077857,17,Jake Ferguson,DAL
108,00-0038550,QB,182.06607615678465,18,Hendon Hooker,TEN
109,00-0038933,TE,181.901639414258,20,Dalton Kincaid,BUF
110,00-0035719,WR,180.46396316866856,14,Deebo Samuel,WAS
111,00-0038977,WR,180.39770631116502,16,Tank Dell,HOU
112,00-0039150,QB,180.3149083982635,17,Bryce Young,CAR
113,00-0033869,QB,180.15969156586266,20,Mitchell Trubisky,TEN
114,00-0039152,QB,177.86811864817506,17,Will Levis,TEN
115,00-0039165,RB,177.74068255584652,17,Zach Charbonnet,SEA
116,00-0030061,TE,176.14975490546425,20,Zach Ertz,WAS
117,00-0039849,WR,175.93450959002135,17,Marvin Harrison Jr.,ARI
118,00-0026300,QB,174.13257579734258,19,Josh Johnson,CIN
119,00-0034975,RB,172.51795909988908,19,Justice Hill,BAL
120,00-0036550,WR,171.5941901108746,19,Rashod Bateman,BAL
121,00-0033288,TE,166.88998831138807,14,George Kittle,SF
122,00-0034407,WR,164.23024351660538,17,Ray-Ray McCloud,NYG
123,00-0036613,WR,164.02044751709687,17,Jaylen Waddle,DEN
124,00-0039065,TE,163.98653576743226,18,Sam LaPorta,DET
125,00-0039384,RB,162.431870231089,17,Tyrone Tracy,NYG
126,00-0039901,WR,162.12191442080282,20,Keon Coleman,BUF
127,00-0037267,RB,161.91243124242806,17,Jerome Ford,WAS
128,00-0039915,WR,161.41229317449012,15,Ladd McConkey,LAC
129,00-0035282,QB,160.48586721098158,15,Easton Stick,ATL
130,00-0038544,WR,160.10776495697263,18,Quentin Johnston,LAC
131,00-0033090,TE,160.08501078466915,17,Hunter Henry,NE
132,00-0033923,RB,160.01457686987894,15,Kareem Hunt,KC
133,00-0037816,WR,159.9947188860846,17,Romeo Doubs,NE
134,00-0037077,QB,159.15679545051813,17,Sam Howell,DAL
135,00-0033858,TE,158.3690065942739,17,Jonnu Smith,
136,00-0039919,WR,156.84238728105504,17,Rome Odunze,CHI
137,00-0039917,QB,156.50400898455746,17,Michael Penix Jr.,ATL
138,00-0035250,RB,156.24978728909346,17,Devin Singletary,NYG
139,00-0033319,QB,155.68597742576813,18,Nick Mullens,JAC
140,00-0038400,QB,155.28640852571246,17,Tanner McKee,PHI
141,00-0036972,QB,154.85012592477244,17,Mac Jones,SF
142,00-0039424,WR,154.8393142795285,18,Devaughn Vele,NO
143,00-0035710,QB,154.2749196347665,11,Daniel Jones,IND
144,00-0033662,QB,154.26528353383284,17,Cooper Rush,
145,00-0039376,QB,154.22570653117566,17,Spencer Rattler,NO
146,00-0036158,RB,152.98906109593173,12,J.K. Dobbins,DEN
147,00-0034383,TE,152.7901875779925,19,Dalton Schultz,HOU
148,00-0039751,WR,152.40225060354229,18,Jordan Whittington,LAR
149,00-0038621,WR,151.7023246929046,17,Demario Douglas,NE
150,00-0032268,QB,150.62336936028993,13,Marcus Mariota,WAS
151,00-0033881,TE,150.56216784811235,14,Evan Engram,DEN
152,00-0033077,QB,148.40207078895924,10,Dak Prescott,DAL
153,00-0039342,WR,148.14879101724202,17,Xavier Legette,CAR
154,00-0032775,WR,148.04045304763673,19,Demarcus Robinson,SF
155,00-0037228,RB,147.67793704458688,18,Jaylen Warren,PIT
156,00-0031345,QB,147.51917187774526,16,Jimmy Garoppolo,LAR
157,00-0036554,WR,146.29960684281747,10,Nico Collins,HOU
158,00-0035208,WR,145.47602140363009,20,Olamide Zaccheaus,ATL
159,00-0037838,TE,145.40748738836953,19,Isaiah Likely,NYG
160,00-0033119,QB,144.33109386455237,17,Jacoby Brissett,ARI
161,00-0032211,WR,143.81754045687256,17,Tyler Lockett,LV
162,00-0034351,TE,143.73049222146878,14,Dallas Goedert,PHI
163,00-0036980,WR,143.45108194237244,17,Elijah Moore,PHI
164,00-0031503,QB,143.33618515919522,17,Jameis Winston,NYG
165,00-0038559,WR,142.649384740256,17,Michael Wilson,ARI
166,00-0038996,TE,141.92974161394486,18,Tucker Kraft,GB
167,00-0030564,WR,140.7398912794238,19,DeAndre Hopkins,BAL
168,00-0036898,QB,139.90980568436757,19,Davis Mills,HOU
169,00-0035535,WR,138.96692304015193,17,Darius Slayton,NYG
170,00-0033949,QB,138.57687205704644,14,Joshua Dobbs,
171,00-0038563,WR,137.82637496232766,17,Tre Tucker,LV
172,00-0035264,QB,137.65053021209084,18,Jarrett Stidham,DEN
173,00-0034753,TE,137.4661019428098,19,Mark Andrews,BAL
174,00-0036894,TE,137.09070036497172,18,Pat Freiermuth,PIT
175,00-0034829,TE,136.60180177620379,17,Mike Gesicki,CIN
176,00-0038416,QB,136.22752686759216,17,Tyson Bagent,CHI
177,00-0031687,RB,135.35286491951325,17,Raheem Mostert,LV
178,00-0038476,QB,134.9638439521251,17,Tommy DeVito,NE
179,00-0038555,RB,134.92110608874464,17,Tank Bigsby,PHI
180,00-0038124,WR,134.54882283589473,18,Christian Watson,GB
181,00-0036849,WR,134.46772199387345,19,Tutu Atwell,MIA
182,00-0033699,RB,134.09866684464782,13,Austin Ekeler,WAS
183,00-0038393,WR,133.84203392611167,18,Dontayvion Wicks,PHI
184,00-0036427,WR,133.5268963199614,18,Tyler Johnson,DAL
185,00-0037666,WR,132.92115065587683,17,Jalen Tolbert,MIA
186,00-0039032,RB,132.3532489864376,17,Tyjae Spears,TEN
187,00-0032434,QB,132.10976704802576,17,Brandon Allen,NYG
188,00-0035289,QB,131.87238172310632,12,Gardner Minshew,ARI
189,00-0036988,WR,131.2996163129243,17,Joshua Palmer,BUF
190,00-0036244,TE,130.49491086732183,19,Colby Parkinson,LAR
191,00-0036970,TE,129.84116780596585,17,Kyle Pitts,ATL
192,00-0031800,QB,129.7234735734428,15,Taylor Heinicke,
193,00-0036290,TE,128.82095038187737,17,Cole Kmet,CHI
194,00-0037327,QB,128.07662947140506,14,Skylar Thompson,BAL
195,00-0035704,QB,127.94876712039466,17,Drew Lock,SEA
196,00-0036928,QB,127.61033191072323,18,Kyle Trask,ATL
197,00-0035500,WR,127.31834544769588,17,Greg Dortch,DET
198,00-0037013,QB,127.28274869293294,18,Zach Wilson,NO
199,00-0033282,WR,127.11448524734467,20,Curtis Samuel,
200,00-0037525,RB,125.87992380818926,13,Jordan Mason,MIN
201,00-0034955,QB,125.86653414420101,17,Brett Rypien,MIN
202,00-0037240,WR,124.33137446512781,10,Jameson Williams,DET
203,00-0037664,WR,124.30434465476483,17,Alec Pierce,IND
204,00-0038794,RB,123.81191955762566,18,Jaleel McLaughlin,DEN
205,00-0036919,RB,122.81515936263882,21,Kenneth Gainwell,TB
206,00-0035537,RB,122.41584010342629,20,Ty Johnson,BUF
207,00-0034159,TE,122.01270209556604,18,Will Dissly,
208,00-0035644,TE,121.9764996914731,17,Noah Fant,NO
209,00-0034270,TE,121.35014135295694,17,Tyler Conklin,DET
210,00-0038619,WR,121.32402430482756,17,Andrei Iosivas,CIN
211,00-0039855,WR,120.8779734769902,18,Jalen McMillan,TB
212,00-0038579,QB,120.56861859105938,13,Aidan O'Connell,LV
213,00-0037263,RB,119.47309523759155,17,Tyler Allgeier,ARI
214,00-0036040,TE,118.69830865199646,17,Juwan Johnson,NO
215,00-0038582,QB,118.46361660306171,17,Clayton Tune,
216,00-0036637,TE,118.24113896246207,20,Noah Gray,KC
217,00-0039875,RB,117.87521469833443,20,Ray Davis,BUF
218,00-0037197,RB,117.75106907428035,11,Isiah Pacheco,DET
219,00-0031588,WR,115.86430163906707,9,Stefon Diggs,
220,00-0036328,RB,113.59318195146774,17,Antonio Gibson,
221,00-0036414,RB,113.54577996300355,18,Cam Akers,
222,00-0033555,WR,112.2655861871935,20,Mack Hollins,NE
223,00-0036251,RB,111.999906370314,10,Zack Moss,
224,00-0037276,RB,111.09127151759041,18,Ty Chandler,NO
225,00-0033921,WR,110.41520840275454,8,Chris Godwin,TB
226,00-0033857,WR,110.36595472380039,20,JuJu Smith-Schuster,KC
227,00-0032104,RB,109.13968475520903,17,Ameer Abdullah,IND
228,00-0037801,WR,108.82864418180297,17,KaVontae Turpin,DAL
229,00-0033526,RB,108.62278126301608,20,Samaje Perine,CIN
230,00-0038998,QB,108.52391650852087,17,Jake Haener,
231,00-0033537,QB,107.95418141808291,8,Deshaun Watson,CLE
232,00-0037291,WR,107.91915754078039,18,Jalen Nailor,LV
233,00-0035229,TE,106.23233991952004,10,T.J. Hockenson,MIN
234,00-0039794,RB,105.78846939521591,17,Braelon Allen,NYJ
235,00-0037012,QB,104.6724556054202,14,Trey Lance,LAC
236,00-0035216,WR,103.76647492322563,9,Diontae Johnson,
237,00-0038976,WR,103.49326131481764,18,Marvin Mims,DEN
238,00-0038935,TE,103.22259427112023,17,Brenton Strange,JAC
239,00-0037086,TE,102.72878373822371,21,Grant Calcaterra,PHI
240,00-0033536,WR,102.02478785249218,19,Mike Williams,
241,00-0037837,WR,101.23475597813345,18,Calvin Austin III,NYG
242,00-0039021,RB,100.87671091374868,17,Roschon Johnson,CHI
243,00-0033009,WR,99.7644748388409,17,Tyler Boyd,
244,00-0034972,RB,99.5277602561163,12,Alexander Mattison,MIA
245,00-0038547,TE,99.21312294621903,17,Luke Schoonmaker,DAL
246,00-0037809,TE,98.82204858344798,17,Chigoziem Okonkwo,WAS
247,00-0036182,WR,97.8602113837285,17,Nick Westbrook-Ikhine,IND
248,00-0038797,RB,97.79255268947227,18,Emanuel Wilson,SEA
249,00-0036626,WR,97.37279754574598,19,Dyami Brown,WAS
250,00-0038040,RB,96.77739939935518,12,Zamir White,
251,00-0038951,RB,95.94440098726443,18,Sean Tucker,TB
252,00-0039890,WR,95.89611217497576,17,Adonai Mitchell,NYJ
253,00-0037239,WR,94.09093145123674,10,Chris Olave,NO
254,00-0035406,WR,93.07655227513338,18,Lil'Jordan Humphrey,DEN
255,00-0039355,WR,93.02284887410435,20,Luke McCaffrey,WAS
256,00-0039363,RB,92.98736912226622,17,Isaac Guerendo,SF
257,00-0033591,WR,92.23522390939786,13,Noah Brown,WAS
258,00-0034521,WR,92.18545238642955,10,Allen Lazard,
259,00-0038583,QB,91.97951648057509,17,Dorian Thompson-Robinson,
260,00-0034981,TE,91.27292790530747,17,Foster Moreau,HOU
261,00-0039325,RB,90.54803063795526,20,Carson Steele,PHI
262,00-0035689,TE,90.36718188980485,20,Dawson Knox,BUF
263,00-0034613,TE,90.25507310689888,17,Tanner Hudson,CIN
264,00-0032385,WR,89.9530710707286,12,Sterling Shepard,TB
265,00-0037258,RB,89.29078766187706,19,Dameon Pierce,PHI
266,00-0033854,RB,88.07272059178251,19,Dare Ogunbowale,HOU
267,00-0032392,TE,87.9716643600275,17,Austin Hooper,ATL
268,00-0037005,TE,87.73399334178363,17,Tommy Tremble,CAR
269,00-0034364,TE,87.69969509893309,17,Jordan Akins,JAC
270,00-0036196,WR,87.05636130891497,11,Gabriel Davis,BUF
271,00-0035567,RB,87.03037501509395,18,Craig Reynolds,NE
272,00-0039868,WR,86.7918489923005,18,Troy Franklin,DEN
273,00-0033045,RB,86.61768278989496,14,Ezekiel Elliott,
274,00-0037120,RB,86.54643446631883,17,Tyler Goodson,ATL
275,00-0034775,WR,86.34841213348145,9,Christian Kirk,SF
276,00-0039398,QB,86.1664235586046,17,Joe Milton,DAL
277,00-0036261,WR,85.81651303411827,8,Brandon Aiyuk,SF
278,00-0033589,WR,85.23331427387622,17,David Moore,CAR
279,00-0037741,WR,84.52405868698476,21,Jahan Dotson,ATL
280,00-0033246,TE,84.49827994839747,18,Johnny Mundt,PHI
281,00-0039052,WR,84.39313928533448,18,Trey Palmer,NO
282,00-0035249,TE,84.37679023715737,17,Josh Oliver,MIN
283,00-0038979,WR,84.33089052723388,13,Cedric Tillman,CLE
284,00-0036984,RB,84.31580027709549,17,Trey Sermon,PIT
285,00-0038465,WR,83.01974893428708,18,Malik Heath,ATL
286,00-0039062,WR,82.56805826931156,16,Jonathan Mingo,DAL
287,00-0036415,WR,82.4557878420341,18,Van Jefferson,WAS
288,00-0037252,TE,82.19852619365786,16,Greg Dulcich,MIA
289,00-0039810,WR,82.15605041297812,17,Jermaine Burton,
290,00-0039623,WR,81.66947285997364,17,Mason Tipton,NO
291,00-0038608,WR,81.40006870417145,16,Kayshon Boutte,NE
292,00-0030578,RB,81.39274568021165,18,Cordarrelle Patterson,
293,00-0039107,QB,81.28037892618168,9,Stetson Bennett,LAR
294,00-0038606,WR,81.27150649083723,17,Parker Washington,JAC
295,00-0034418,WR,80.89869097404568,17,Cedrick Wilson,MIA
296,00-0036345,WR,79.7343759992314,18,K.J. Osborn,TEN
297,00-0038098,RB,79.60037789490885,17,Pierre Strong Jr.,GB
298,00-0035140,WR,79.09140388961184,13,Mecole Hardman,BUF
299,00-0030431,WR,78.94963341212474,19,Robert Woods,
300,00-0033955,RB,77.61288204698893,20,Jeremy McNichols,WAS
301,00-0033948,RB,77.30145277503635,17,Jamaal Williams,
302,00-0039738,RB,76.88340970107691,18,Blake Corum,LAR
303,00-0039391,RB,76.46132534872741,17,Kimani Vidal,LAC
304,00-0035631,TE,75.70632573629605,17,Drew Sample,CIN
305,00-0031549,WR,75.59822199106843,19,Nelson Agholor,
306,00-0034854,WR,75.02677055413483,17,KhaDarel Hodge,
307,00-0031763,WR,74.68478333041642,14,DeAndre Carter,CLE
308,00-0039067,WR,74.4395244562364,5,Rashee Rice,KC
309,00-0032464,WR,74.25321142044577,12,Kalif Raymond,CHI
310,00-0038640,WR,73.71405050045298,17,Jalen Brooks,ARI
311,00-0039847,TE,73.42027857509761,13,Theo Johnson,NYG
312,00-0037091,WR,73.38769160060956,18,,
313,00-0036754,TE,73.066269441895,18,Brock Wright,DET
314,00-0033375,WR,72.53568079184312,10,Tim Patrick,JAC
315,00-0037545,WR,72.42628946571163,7,Rashid Shaheed,SEA
316,00-0038705,RB,71.52552708522727,14,Emari Demercado,KC
317,00-0038496,WR,71.45296884221366,17,Xavier Gipson,NYG
318,00-0036630,WR,70.4840255755902,19,Tylan Wallace,CLE
319,00-0037614,WR,69.47023947693644,15,John Metchie,CAR
320,00-0038573,WR,69.38060956474214,18,Derius Davis,LAC
321,00-0034577,QB,69.35901583583467,18,Kyle Allen,BUF
322,00-0039356,TE,69.20428758648536,17,Ja'Tavion Sanders,CAR
323,00-0035628,RB,69.09861693170667,17,D'Ernest Johnson,NE
324,00-0039874,RB,69.01905140237845,17,Jaylen Wright,MIA
325,00-0039921,RB,68.11205790723548,16,Trey Benson,ARI
326,00-0039074,TE,67.97211650970993,18,Davis Allen,LAR
327,00-0035993,QB,67.42010692527069,6,Tyler Huntley,BAL
328,00-0033925,RB,67.02592642664789,17,D'Onta Foreman,
329,00-0039491,WR,65.91133911597,10,Jalen Coker,CAR
330,00-0039365,WR,65.82372693045068,17,Jacob Cowing,SF
331,00-0035243,RB,65.50440155016153,10,Miles Sanders,DAL
332,00-0037539,TE,65.46810327797155,18,Lucas Krull,DEN
333,00-0036879,QB,65.4555859115989,17,Sam Ehlinger,DEN
334,00-0037805,TE,65.42222853938291,17,Jeremy Ruckert,NYJ
335,00-0038618,WR,64.99071665505704,19,Xavier Hutchinson,HOU
336,00-0037475,TE,64.21284292751551,18,Stone Smartt,PHI
337,00-0038938,WR,64.04431979028341,17,Jalin Hyatt,NYG
338,00-0035341,WR,63.89887917445633,13,Trenton Irwin,NYJ
339,00-0036628,TE,63.86419735322184,20,John Bates,WAS
340,00-0033217,TE,63.38406214522332,17,Mo Alie-Cox,IND
341,00-0038576,WR,63.205829724882456,17,Charlie Jones,CIN
342,00-0033280,RB,63.07124281942631,4,Christian McCaffrey,SF
343,00-0034646,WR,62.70193972259838,18,Brandon Powell,
344,00-0034184,RB,62.52570543790648,9,Gus Edwards,
345,00-0038558,TE,62.0847540417122,18,Darnell Washington,PIT
346,00-0033307,WR,61.15734369729105,11,Kendrick Bourne,ARI
347,00-0038122,QB,61.10457584684627,8,Desmond Ridder,
348,00-0039050,TE,60.90521768965397,18,Payne Durham,TB
349,00-0038752,WR,60.643707317252584,17,Jake Bobo,SEA
350,00-0036906,RB,60.30779224788501,15,Khalil Herbert,NYJ
351,00-0039793,TE,60.18275831745391,17,AJ Barner,SEA
352,00-0038396,RB,60.074938424188424,17,Eric Gray,NYG
353,00-0039880,WR,60.07024152681961,17,Malik Washington,MIA
354,00-0036876,TE,60.021322915075935,17,Kylen Granson,TEN
355,00-0037557,RB,59.89259891920584,19,Ronnie Rivers,LAR
356,00-0039041,TE,59.76690844615743,17,Elijah Higgins,ARI
357,00-0034115,RB,59.058328789346106,16,Jeffery Wilson,MIA
358,00-0036422,TE,59.0311890030254,18,Adam Trautman,DEN
359,00-0039907,WR,58.839510996765256,17,Ja'Lynn Polk,NO
360,00-0036232,TE,58.59950232880604,15,Harrison Bryant,SEA
361,00-0039746,RB,58.53825617580318,21,Will Shipley,PHI
362,00-0039798,RB,58.45317508157089,17,Isaiah Davis,NYJ
363,00-0038359,WR,58.20374549876355,14,Xavier Smith,LAR
364,00-0038720,TE,57.43012331748451,17,Julian Hill,NE
365,00-0033576,TE,57.394870434928585,17,Eric Saubert,SEA
366,00-0035662,WR,57.03404727864835,7,Marquise Brown,PHI
367,00-0036887,TE,57.027076653425205,17,Luke Farrell,SF
368,00-0036429,TE,56.737602433858385,17,Charlie Woerner,ATL
369,00-0038941,WR,56.62348303545899,17,Tyler Scott,LAR
370,00-0038115,TE,56.54349554795694,17,Daniel Bellinger,TEN
371,00-0035298,WR,56.15188161733815,18,Scotty Miller,PIT
372,00-0034487,WR,56.06385024781849,18,Trent Sherfield,BUF
373,00-0038389,RB,55.63669880406832,13,Israel Abanikanda,DAL
374,00-0039236,WR,55.37027118453503,21,Johnny Wilson,PHI
375,00-0035806,RB,55.03259218695774,17,JaMycal Hasty,
376,00-0032128,WR,54.85846600483993,17,Chris Conley,
377,00-0037304,TE,54.80307844912272,18,Connor Heyward,LV
378,00-0038685,RB,54.71858917297484,14,Chris Brooks,GB
379,00-0036635,WR,54.100523530604036,15,Ihmir Smith-Marsette,ARI
380,00-0034272,WR,53.67163113003176,11,Marquez Valdes-Scantling,DAL
381,00-0034798,TE,53.15658543761176,17,Durham Smythe,BAL
382,00-0031585,TE,53.05191469029598,18,MyCole Pruitt,
383,00-0034386,WR,52.95045328018236,20,Justin Watson,HOU
384,00-0036497,WR,52.449621445243594,17,Tim Jones,JAC
385,00-0039373,RB,52.42099906393384,13,Audric Estime,NO
386,00-0039066,TE,50.96422740093659,11,Michael Mayer,LV
387,00-0038046,TE,50.22880269837454,13,Charlie Kolar,LAC
388,00-0033895,TE,50.08324679123426,17,Gerald Everett,
389,00-0033439,TE,49.49518533868868,17,Pharaoh Brown,ARI
390,00-0037132,WR,49.0633633178433,9,Britain Covey,PHI
391,00-0038647,WR,48.92239317880783,12,Ronnie Bell,NO
392,00-0034791,RB,48.61976840049147,6,Nick Chubb,HOU
393,00-0036590,TE,48.005620296543896,20,Quintin Morris,JAC
394,00-0036527,WR,48.00040747792914,13,DJ Turner,LV
395,00-0034830,TE,47.83789695284278,11,Hayden Hurst,
396,00-0038589,TE,47.79060436597691,14,Josh Whyle,GB
397,00-0039814,TE,47.39717389818593,10,Erick All,CIN
398,00-0038622,RB,47.07099392537344,17,Deuce Vaughn,DEN
399,00-0035021,WR,46.98713341856536,17,Ashton Dulin,IND
400,00-0032394,TE,46.701809641359354,17,Nick Vannett,LAR
401,00-0033943,WR,45.63364041902838,6,Josh Reynolds,NYJ
402,00-0033891,WR,45.28313514457181,10,Zay Jones,ARI
403,00-0038824,WR,45.09660886616901,9,Ryan Miller,NYG
404,00-0031236,WR,45.043475030073836,5,Brandin Cooks,BUF
405,00-0038636,RB,44.793447069152094,17,Kenny McIntosh,SEA
406,00-0037429,RB,44.7257243059038,17,Raheem Blackshear,NYJ
407,00-0036425,RB,44.57541286251226,17,DeeJay Dallas,JAC
408,00-0039530,TE,44.55733195205889,17,Brevyn Spann-Ford,DAL
409,00-0036950,RB,44.41199515371344,17,Avery Williams,NYJ
410,00-0038821,WR,44.22709216013796,9,Rakim Jarrett,PIT
411,00-0038809,TE,44.17636191835165,18,Ben Sims,MIA
412,00-0037292,TE,43.97621067764771,17,Drew Ogletree,IND
413,00-0037594,RB,43.91816018665707,17,Julius Chestnut,TEN
414,00-0039747,WR,42.87013893187181,10,Ainias Smith,CAR
415,00-0035291,RB,42.79105114642555,17,Trayveon Williams,CLE
416,00-0038394,TE,42.46909306955575,17,Will Mallory,IND
417,00-0039410,WR,42.16572675681921,17,Ryan Flournoy,DAL
418,00-0038678,RB,41.61296790210571,15,Jordan Mims,TEN
419,00-0039364,RB,40.85341648813749,15,Sione Vaki,DET
420,00-0038108,QB,40.81427181260449,8,Bailey Zappe,NYJ
